window_id,H_S,H_Sp,MI,P,H_f,H_b,Delta_H
80,2.906397461262108,2.906397461262108,2.7217939745328077,0.4682418717347186,0.1846034867293005,0.1846034867293005,0.0
81,2.526132938083868,2.5217738664812552,2.3962297315908083,0.47469769636471,0.1255441348904469,0.12990320649305964,-0.00435907160261273
82,2.1291434938476033,2.131068748474939,2.0334128105327376,0.47730317056320676,0.09765593794220084,0.09573068331486523,0.0019252546273356153
83,1.995016304037641,1.982202079462932,1.8943936645568922,0.47631120091764484,0.08780841490604008,0.10062263948074901,-0.012814224574708932
84,2.11291646623374,2.1213134784098475,2.021985488027432,0.4775332266933914,0.09932799038241535,0.09093097820630769,0.008397012176107665
85,2.5623747994473587,2.5611787780088697,2.4441329427734866,0.4770386228667026,0.1170458352353827,0.11824185667387166,-0.001196021438488959
86,2.525580045691194,2.5194566986030327,2.390848547030101,0.4739011167230988,0.12860815157293182,0.13473149866109324,-0.006123347088161424
87,2.6474077760684125,2.6409575479559817,2.4834061982700013,0.46959807920004926,0.15755134968597995,0.16400157779841074,-0.006450228112430789
88,2.787659014950075,2.792497643066775,2.617118425503733,0.4690044717192293,0.1753792175630422,0.17054058944634232,0.0048386281166998835
89,3.177527629044659,3.1768959793855176,2.9758241197437965,0.46830748201864947,0.2010718596417207,0.20170350930086212,-0.00063164965914142
90,3.461434131833944,3.461434131833944,3.2385673600634117,0.467807162684264,0.22286677177053216,0.22286677177053216,0.0
91,3.7906284685183853,3.800353685309973,3.5176679532014408,0.4634008988451351,0.2826857321085323,0.27296051531694454,0.009725216791587776
92,4.006530224917254,4.027276809114586,3.705644173740252,0.4612563082537147,0.32163263537433373,0.3008860511770024,0.02074658419733133
93,4.136641687681879,4.119317512438638,3.800995809069893,0.4603942094353383,0.31832170336874466,0.33564587861198536,-0.017324175243240703
94,4.0959930694744715,4.074018421278306,3.764052330550969,0.4607156715521526,0.30996609072733694,0.3319407389235023,-0.021974648196165347
95,3.8376114728742583,3.8322993793961473,3.546555512258779,0.4623985311653195,0.28574386713736777,0.2910559606154788,-0.005312093478111013
96,3.6489488734872704,3.647733780231936,3.3897020870912367,0.46455385932996074,0.2580316931406994,0.2592467863960337,-0.0012150932553343097
97,3.5211741156218137,3.516190923125245,3.284641399628905,0.466743075219771,0.23154952349633984,0.23653271599290848,-0.004983192496568645
98,3.3516767535634377,3.343003603236136,3.1231807139619994,0.4665167786225797,0.21982288927413673,0.22849603960143838,-0.008673150327301649
99,3.1164571426848506,3.106787566428339,2.916260593057077,0.4686077326810829,0.190526973371262,0.20019654962777356,-0.009669576256511547
100,2.9599106983153742,2.9527716668151203,2.762700366693623,0.4672499207781559,0.19007130012149753,0.1972103316217515,-0.007139031500253967
101,2.709794697428781,2.7023959226943726,2.555788372479297,0.4722280776616734,0.14660755021507565,0.15400632494948407,-0.00739877473440842
102,1.8911407555208621,1.8728487590687348,1.779771900486299,0.4728418858734134,0.09307685858243597,0.11136885503456329,-0.018291996452127313
103,1.0015872300347481,0.9844010538600443,0.9321531671245418,0.46936488733783616,0.05224788673550251,0.06943406291020637,-0.01718617617470386
104,0.8572735193039378,0.8721112075595763,0.8048765110511922,0.46541206161277404,0.0672346965083841,0.052397008252745625,0.01483768825563847
105,1.436951310163665,1.440380984330556,1.3748492584748684,0.47782081378144753,0.06553172585568756,0.06210205168879668,0.0034296741668908837
106,2.1571690888602952,2.1651027087964354,2.0472112784178447,0.4736424209897481,0.11789143037859073,0.10995781044245057,0.007933619936140168
