t,theta1,theta2,omega1,omega2,KE1,KE2,PE1,PE2,TotalE
9.876,-0.712026097,15.64453268,-1.023140115,3.782582648,0.523407847,10.76159357,2.383441114,21.98371276,35.65215529
9.877,-0.713047709,15.64831649,-1.020087258,3.785040275,0.520289007,10.7493257,2.389993058,21.99254752,35.65215529
9.878,-0.71406628,15.65210276,-1.017060323,3.787505706,0.51720585,10.73718457,2.396533215,22.00123165,35.65215529
9.879,-0.715081838,15.6558915,-1.014059338,3.789979029,0.514158171,10.72517051,2.403061678,22.00976493,35.65215529
9.88,-0.716094408,15.65968272,-1.01108433,3.792460336,0.511145761,10.71328384,2.409578538,22.01814715,35.65215529
9.881,-0.717104015,15.66347642,-1.008135324,3.794949724,0.508168415,10.70152488,2.416083889,22.02637811,35.65215529
9.882,-0.718110687,15.66727262,-1.005212345,3.797447289,0.505225929,10.68989394,2.422577826,22.0344576,35.65215529
9.883,-0.719114449,15.67107132,-1.002315417,3.799953133,0.502318097,10.67839133,2.429060444,22.04238542,35.65215529
9.884,-0.720115326,15.67487253,-0.999444563,3.802467358,0.499444717,10.66701736,2.435531843,22.05016137,35.65215529
9.885,-0.721113346,15.67867626,-0.996599806,3.804990071,0.496605587,10.65577232,2.441992119,22.05778526,35.65215529
9.886,-0.722108535,15.68248251,-0.993781168,3.807521379,0.493800505,10.64465653,2.448441373,22.06525688,35.65215529
9.887,-0.723100918,15.6862913,-0.990988669,3.810061393,0.491029271,10.63367027,2.454879706,22.07257605,35.65215529
9.888,-0.724090521,15.69010264,-0.988222331,3.812610226,0.488291688,10.62281383,2.46130722,22.07974256,35.65215529
9.889,-0.725077371,15.69391653,-0.985482174,3.815167995,0.485587558,10.61208749,2.467724018,22.08675622,35.65215529
9.89,-0.726061494,15.69773298,-0.982768217,3.817734816,0.482916685,10.60149154,2.474130205,22.09361686,35.65215529
9.891,-0.727042916,15.701552,-0.98008048,3.820310809,0.480278874,10.59102626,2.480525886,22.10032427,35.65215529
9.892,-0.728021664,15.7053736,-0.977418982,3.822896096,0.477673933,10.58069192,2.486911168,22.10687827,35.65215529
9.893,-0.728997763,15.7091978,-0.974783741,3.825490802,0.475101671,10.57048878,2.493286159,22.11327868,35.65215529
9.894,-0.72997124,15.71302459,-0.972174776,3.828095053,0.472561897,10.56041711,2.499650967,22.11952532,35.65215529
9.895,-0.730942121,15.71685399,-0.969592105,3.830708976,0.470054425,10.55047717,2.506005704,22.12561799,35.65215529
9.896,-0.731910433,15.72068601,-0.967035745,3.833332703,0.467579066,10.54066922,2.51235048,22.13155653,35.65215529
9.897,-0.732876201,15.72452066,-0.964505716,3.835966363,0.465135638,10.5309935,2.518685408,22.13734075,35.65215529
9.898,-0.733839453,15.72835795,-0.962002034,3.838610093,0.462723957,10.52145026,2.5250106,22.14297047,35.65215529
9.899,-0.734800214,15.73219788,-0.959524717,3.841264027,0.460343842,10.51203975,2.531326172,22.14844553,35.65215529
9.9,-0.735758511,15.73604048,-0.957073784,3.843928302,0.457995114,10.5027622,2.537632238,22.15376574,35.65215529
9.901,-0.736714371,15.73988574,-0.954649252,3.846603058,0.455677597,10.49361785,2.543928916,22.15893093,35.65215529
9.902,-0.737667819,15.74373369,-0.952251139,3.849288436,0.453391116,10.48460692,2.550216324,22.16394093,35.65215529
9.903,-0.738618882,15.74758432,-0.949879463,3.851984578,0.451135497,10.47572963,2.556494579,22.16879558,35.65215529
9.904,-0.739567586,15.75143766,-0.947534241,3.854691627,0.448910569,10.46698622,2.562763802,22.1734947,35.65215529
9.905,-0.740513959,15.75529371,-0.945215494,3.857409731,0.446716165,10.45837688,2.569024113,22.17803813,35.65215529
9.906,-0.741458026,15.75915248,-0.942923239,3.860139034,0.444552117,10.44990184,2.575275635,22.18242569,35.65215529
9.907,-0.742399814,15.76301399,-0.940657495,3.862879688,0.442418261,10.4415613,2.581518491,22.18665724,35.65215529
9.908,-0.74333935,15.76687825,-0.938418281,3.86563184,0.440314435,10.43335546,2.587752803,22.1907326,35.65215529
9.909,-0.74427666,15.77074526,-0.936205617,3.868395644,0.438240479,10.42528451,2.593978698,22.19465161,35.65215529
9.91,-0.74521177,15.77461504,-0.934019523,3.871171252,0.436196235,10.41734865,2.600196302,22.19841411,35.65215529
9.911,-0.746144708,15.77848761,-0.931860019,3.873958818,0.434181548,10.40954806,2.606405741,22.20201994,35.65215529
9.912,-0.747075499,15.78236296,-0.929727126,3.876758497,0.432196265,10.40188294,2.612607143,22.20546895,35.65215529
9.913,-0.748004171,15.78624113,-0.927620866,3.879570448,0.430240235,10.39435345,2.618800638,22.20876097,35.65215529
9.914,-0.74893075,15.79012211,-0.925541259,3.882394828,0.428313311,10.38695976,2.624986356,22.21189586,35.65215529
9.915,-0.749855262,15.79400592,-0.923488329,3.885231797,0.426415347,10.37970206,2.631164428,22.21487345,35.65215529
9.916,-0.750777735,15.79789258,-0.921462098,3.888081516,0.424546199,10.3725805,2.637334985,22.2176936,35.65215529
9.917,-0.751698195,15.80178209,-0.919462589,3.890944147,0.422705726,10.36559525,2.643498163,22.22035615,35.65215529
9.918,-0.752616669,15.80567447,-0.917489827,3.893819853,0.420893792,10.35874645,2.649654093,22.22286096,35.65215529
9.919,-0.753533184,15.80956973,-0.915543837,3.896708798,0.419110259,10.35203426,2.655802912,22.22520786,35.65215529
9.92,-0.754447766,15.81346789,-0.913624643,3.899611149,0.417354994,10.34545882,2.661944757,22.22739672,35.65215529
9.921,-0.755360442,15.81736896,-0.911732272,3.902527073,0.415627868,10.33902027,2.668079763,22.22942739,35.65215529
9.922,-0.756271239,15.82127295,-0.909866751,3.905456737,0.413928752,10.33271875,2.67420807,22.23129971,35.65215529
9.923,-0.757180185,15.82517988,-0.908028107,3.908400311,0.412257522,10.3265544,2.680329816,22.23301355,35.65215529
9.924,-0.758087305,15.82908975,-0.906216369,3.911357965,0.410614054,10.32052733,2.686445143,22.23456876,35.65215529
9.925,-0.758992626,15.8330026,-0.904431565,3.914329871,0.408998228,10.31463768,2.69255419,22.2359652,35.65215529
9.926,-0.759896177,15.83691842,-0.902673727,3.9173162,0.407409928,10.30888555,2.698657102,22.23720271,35.65215529
9.927,-0.760797983,15.84083723,-0.900942883,3.920317128,0.40584904,10.30327105,2.70475402,22.23828118,35.65215529
9.928,-0.761698071,15.84475906,-0.899239067,3.923332828,0.40431545,10.29779431,2.71084509,22.23920044,35.65215529
9.929,-0.76259647,15.84868391,-0.897562311,3.926363476,0.402809051,10.29245542,2.716930456,22.23996036,35.65215529
9.93,-0.763493205,15.85261179,-0.895912649,3.92940925,0.401329737,10.28725447,2.723010266,22.24056081,35.65215529
9.931,-0.764388304,15.85654273,-0.894290114,3.932470327,0.399877404,10.28219157,2.729084666,22.24100165,35.65215529
9.932,-0.765281794,15.86047674,-0.892694742,3.935546887,0.398451951,10.2772668,2.735153806,22.24128273,35.65215529
9.933,-0.766173703,15.86441383,-0.89112657,3.93863911,0.397053282,10.27248025,2.741217834,22.24140393,35.65215529
9.934,-0.767064057,15.86835402,-0.889585635,3.941747176,0.395681301,10.26783199,2.747276901,22.2413651,35.65215529
9.935,-0.767952883,15.87229733,-0.888071975,3.944871269,0.394335916,10.2633221,2.753331159,22.24116612,35.65215529
9.936,-0.76884021,15.87624377,-0.88658563,3.948011571,0.39301704,10.25895064,2.759380761,22.24080685,35.65215529
9.937,-0.769726064,15.88019336,-0.88512664,3.951168267,0.391724585,10.25471769,2.765425859,22.24028715,35.65215529
9.938,-0.770610472,15.88414611,-0.883695047,3.954341542,0.390458468,10.25062331,2.77146661,22.2396069,35.65215529
9.939,-0.771493463,15.88810204,-0.882290894,3.957531584,0.389218611,10.24666754,2.777503168,22.23876597,35.65215529
9.94,-0.772375063,15.89206118,-0.880914224,3.960738578,0.388004935,10.24285044,2.783535691,22.23776422,35.65215529
9.941,-0.7732553,15.89602353,-0.879565082,3.963962716,0.386817367,10.23917206,2.789564336,22.23660152,35.65215529
9.942,-0.774134202,15.89998911,-0.878243515,3.967204185,0.385655836,10.23563244,2.795589263,22.23527776,35.65215529
9.943,-0.775011797,15.90395794,-0.876949569,3.970463176,0.384520273,10.2322316,2.801610631,22.23379278,35.65215529
9.944,-0.775888111,15.90793004,-0.875683293,3.973739883,0.383410615,10.22896959,2.807628602,22.23214648,35.65215529
9.945,-0.776763172,15.91190543,-0.874444736,3.977034497,0.382326798,10.22584643,2.813643338,22.23033872,35.65215529
9.946,-0.777637009,15.91588412,-0.87323395,3.980347213,0.381268766,10.22286214,2.819655002,22.22836938,35.65215529
9.947,-0.77850965,15.91986613,-0.872050986,3.983678225,0.380236461,10.22001674,2.825663759,22.22623833,35.65215529
9.948,-0.779381121,15.92385148,-0.870895898,3.987027731,0.379229833,10.21731023,2.831669774,22.22394545,35.65215529
9.949,-0.780251451,15.92784019,-0.86976874,3.990395927,0.378248831,10.21474264,2.837673214,22.22149061,35.65215529
9.95,-0.781120668,15.93183228,-0.868669569,3.993783013,0.37729341,10.21231394,2.843674247,22.21887369,35.65215529
9.951,-0.781988799,15.93582776,-0.867598441,3.997189188,0.376363527,10.21002416,2.849673041,22.21609457,35.65215529
9.952,-0.782855874,15.93982666,-0.866555414,4.000614652,0.375459143,10.20787326,2.855669767,22.21315312,35.65215529
9.953,-0.783721919,15.943829,-0.865540549,4.004059608,0.374580221,10.20586125,2.861664596,22.21004922,35.65215529
9.954,-0.784586964,15.94783479,-0.864553907,4.007524259,0.373726729,10.20398811,2.8676577,22.20678275,35.65215529
9.955,-0.785451037,15.95184405,-0.86359555,4.011008809,0.372898637,10.2022538,2.873649253,22.2033536,35.65215529
9.956,-0.786314165,15.95585681,-0.862665542,4.014513464,0.372095919,10.20065831,2.879639429,22.19976163,35.65215529
9.957,-0.787176377,15.95987309,-0.861763949,4.01803843,0.371318552,10.1992016,2.885628404,22.19600674,35.65215529
9.958,-0.788037702,15.9638929,-0.860890836,4.021583917,0.370566516,10.19788363,2.891616355,22.19208879,35.65215529
9.959,-0.788898168,15.96791626,-0.860046273,4.025150132,0.369839796,10.19670435,2.89760346,22.18800768,35.65215529
9.96,-0.789757804,15.9719432,-0.859230328,4.028737287,0.369138378,10.19566372,2.903589899,22.18376329,35.65215529
9.961,-0.790616639,15.97597374,-0.858443073,4.032345593,0.368462255,10.19476169,2.909575853,22.17935549,35.65215529
9.962,-0.7914747,15.9800079,-0.85768458,4.035975264,0.367811419,10.19399819,2.915561502,22.17478417,35.65215529
9.963,-0.792332017,15.9840457,-0.856954923,4.039626514,0.36718587,10.19337317,2.92154703,22.17004922,35.65215529
9.964,-0.79318862,15.98808716,-0.856254177,4.043299558,0.366585607,10.19288655,2.927532621,22.16515052,35.65215529
9.965,-0.794044535,15.99213231,-0.855582419,4.046994614,0.366010638,10.19253825,2.933518461,22.16008794,35.65215529
9.966,-0.794899794,15.99618116,-0.854939728,4.050711901,0.365460969,10.1923282,2.939504737,22.15486138,35.65215529
9.967,-0.795754425,16.00023374,-0.854326183,4.054451638,0.364936614,10.19225631,2.945491636,22.14947073,35.65215529
9.968,-0.796608456,16.00429007,-0.853741867,4.058214047,0.364437587,10.1923225,2.951479348,22.14391586,35.65215529
9.969,-0.797461918,16.00835017,-0.853186861,4.06199935,0.36396391,10.19252666,2.957468064,22.13819666,35.65215529
9.97,-0.79831484,16.01241408,-0.852661251,4.065807772,0.363515605,10.19286869,2.963457975,22.13231302,35.65215529
9.971,-0.79916725,16.0164818,-0.852165124,4.069639538,0.363092699,10.19334849,2.969449274,22.12626483,35.65215529
9.972,-0.80001918,16.02055336,-0.851698566,4.073494876,0.362695223,10.19396595,2.975442156,22.12005196,35.65215529
9.973,-0.800870657,16.0246288,-0.851261667,4.077374015,0.362323213,10.19472094,2.981436817,22.11367432,35.65215529
9.974,-0.801721713,16.02870812,-0.850854519,4.081277184,0.361976706,10.19561334,2.987433453,22.10713179,35.65215529
9.975,-0.802572376,16.03279136,-0.850477213,4.085204616,0.361655745,10.19664303,2.993432264,22.10042425,35.65215529
9.976,-0.803422677,16.03687854,-0.850129845,4.089156544,0.361360377,10.19780987,2.99943345,22.09355159,35.65215529
9.977,-0.804272646,16.04096968,-0.849812511,4.093133203,0.361090652,10.19911372,3.005437211,22.08651371,35.65215529
9.978,-0.805122313,16.04506481,-0.849525308,4.097134831,0.360846624,10.20055443,3.01144375,22.07931048,35.65215529
9.979,-0.805971707,16.04916396,-0.849268335,4.101161665,0.360628353,10.20213186,3.017453271,22.07194181,35.65215529
9.98,-0.806820859,16.05326714,-0.849041695,4.105213946,0.3604359,10.20384584,3.02346598,22.06440757,35.65215529
9.981,-0.8076698,16.05737439,-0.84884549,4.109291916,0.360269333,10.2056962,3.029482083,22.05670767,35.65215529
9.982,-0.80851856,16.06148574,-0.848679824,4.113395818,0.360128722,10.20768279,3.03550179,22.04884198,35.65215529
9.983,-0.80936717,16.06560119,-0.848544804,4.117525899,0.360014142,10.20980543,3.041525309,22.04081041,35.65215529
9.984,-0.81021566,16.0697208,-0.848440538,4.121682405,0.359925673,10.21206393,3.047552852,22.03261283,35.65215529
9.985,-0.811064062,16.07384457,-0.848367137,4.125865586,0.359863399,10.21445811,3.053584632,22.02424915,35.65215529
9.986,-0.811912405,16.07797254,-0.848324712,4.130075692,0.359827408,10.21698778,3.059620862,22.01571924,35.65215529
9.987,-0.812760721,16.08210473,-0.848313376,4.134312978,0.359817792,10.21965273,3.065661759,22.00702301,35.65215529
9.988,-0.813609042,16.08624117,-0.848333246,4.138577697,0.359834648,10.22245275,3.07170754,21.99816035,35.65215529
9.989,-0.814457398,16.09038189,-0.848384439,4.142870108,0.359878078,10.22538765,3.077758424,21.98913114,35.65215529
9.99,-0.815305821,16.09452692,-0.848467074,4.147190468,0.359948188,10.22845719,3.08381463,21.97993528,35.65215529
9.991,-0.816154343,16.09867628,-0.848581272,4.15153904,0.360045087,10.23166116,3.089876382,21.97057266,35.65215529
9.992,-0.817002995,16.10283001,-0.848727156,4.155916085,0.360168892,10.23499933,3.095943902,21.96104317,35.65215529
9.993,-0.817851808,16.10698812,-0.848904851,4.160321871,0.360319723,10.23847145,3.102017415,21.95134671,35.65215529
9.994,-0.818700815,16.11115066,-0.849114485,4.164756663,0.360497704,10.24207728,3.108097149,21.94148316,35.65215529
9.995,-0.819550048,16.11531765,-0.849356185,4.169220732,0.360702965,10.24581657,3.114183332,21.93145243,35.65215529
9.996,-0.820399538,16.11948911,-0.849630084,4.17371435,0.36093564,10.24968906,3.120276193,21.92125439,35.65215529
9.997,-0.821249318,16.12366509,-0.849936313,4.178237791,0.361195868,10.2536945,3.126375965,21.91088896,35.65215529
9.998,-0.822099421,16.1278456,-0.850275009,4.182791331,0.361483795,10.2578326,3.13248288,21.90035601,35.65215529
9.999,-0.822949879,16.13203068,-0.850646307,4.187375249,0.361799569,10.26210309,3.138597174,21.88965545,35.65215529
10,-0.823800725,16.13622036,-0.851050346,4.191989827,0.362143346,10.26650569,3.144719084,21.87878717,35.65215529
10.001,-0.824651991,16.14041467,-0.851487269,4.196635349,0.362515284,10.2710401,3.150848848,21.86775106,35.65215529
10.002,-0.82550371,16.14461364,-0.851957217,4.201312099,0.36291555,10.27570603,3.156986706,21.85654701,35.65215529
10.003,-0.826355917,16.1488173,-0.852460336,4.206020368,0.363344312,10.28050316,3.163132901,21.84517492,35.65215529
10.004,-0.827208642,16.15302569,-0.852996774,4.210760446,0.363801748,10.28543118,3.169287676,21.83363468,35.65215529
10.005,-0.828061921,16.15723884,-0.85356668,4.215532627,0.364288039,10.29048978,3.175451277,21.82192619,35.65215529
10.006,-0.828915787,16.16145677,-0.854170205,4.220337208,0.36480337,10.29567862,3.181623952,21.81004935,35.65215529
10.007,-0.829770273,16.16567952,-0.854807505,4.225174488,0.365347935,10.30099737,3.187805949,21.79800404,35.65215529
10.008,-0.830625413,16.16990713,-0.855478734,4.230044768,0.365921932,10.30644568,3.193997521,21.78579015,35.65215529
10.009,-0.831481242,16.17413962,-0.85618405,4.234948354,0.366525564,10.31202321,3.20019892,21.7734076,35.65215529
10.01,-0.832337793,16.17837704,-0.856923616,4.239885553,0.367159042,10.31772958,3.206410401,21.76085627,35.65215529
10.011,-0.8331951,16.1826194,-0.857697592,4.244856674,0.36782258,10.32356444,3.212632221,21.74813605,35.65215529
10.012,-0.834053199,16.18686676,-0.858506145,4.249862032,0.368516401,10.32952741,3.218864639,21.73524684,35.65215529
10.013,-0.834912124,16.19111914,-0.859349442,4.254901943,0.369240732,10.33561811,3.225107916,21.72218853,35.65215529
10.014,-0.83577191,16.19537658,-0.860227653,4.259976725,0.369995807,10.34183614,3.231362315,21.70896103,35.65215529
10.015,-0.836632591,16.1996391,-0.861140949,4.265086702,0.370781867,10.3481811,3.2376281,21.69556422,35.65215529
10.016,-0.837494204,16.20390676,-0.862089506,4.270232197,0.371599158,10.35465259,3.243905539,21.68199801,35.65215529
10.017,-0.838356782,16.20817958,-0.863073499,4.275413541,0.372447932,10.36125018,3.250194901,21.66826228,35.65215529
10.018,-0.839220362,16.2124576,-0.864093109,4.280631065,0.373328451,10.36797346,3.256496456,21.65435693,35.65215529
10.019,-0.84008498,16.21674086,-0.865148517,4.285885103,0.374240978,10.37482198,3.262810479,21.64028186,35.65215529
10.02,-0.840950671,16.22102938,-0.866239907,4.291175994,0.375185789,10.3817953,3.269137243,21.62603696,35.65215529
10.021,-0.841817472,16.22532322,-0.867367467,4.296504079,0.376163161,10.38889297,3.275477027,21.61162213,35.65215529
10.022,-0.842685419,16.2296224,-0.868531385,4.301869704,0.377173383,10.39611453,3.28183011,21.59703727,35.65215529
10.023,-0.843554547,16.23392697,-0.869731852,4.307273218,0.378216748,10.4034595,3.288196774,21.58228226,35.65215529
10.024,-0.844424894,16.23823696,-0.870969065,4.312714971,0.379293556,10.41092741,3.294577303,21.56735702,35.65215529
10.025,-0.845296498,16.24255241,-0.872243218,4.31819532,0.380404116,10.41851777,3.300971984,21.55226142,35.65215529
10.026,-0.846169393,16.24687337,-0.873554513,4.323714625,0.381548743,10.42623006,3.307381105,21.53699538,35.65215529
10.027,-0.847043619,16.25119986,-0.87490315,4.329273247,0.382727761,10.43406379,3.313804957,21.52155878,35.65215529
10.028,-0.847919212,16.25553193,-0.876289336,4.334871554,0.3839415,10.44201844,3.320243833,21.50595152,35.65215529
10.029,-0.84879621,16.25986961,-0.877713277,4.340509916,0.385190298,10.45009347,3.326698028,21.49017349,35.65215529
10.03,-0.849674651,16.26421296,-0.879175183,4.346188708,0.386474502,10.45828834,3.333167842,21.4742246,35.65215529
10.031,-0.850554573,16.268562,-0.880675269,4.351908307,0.387794465,10.46660251,3.339653574,21.45810474,35.65215529
10.032,-0.851436015,16.27291679,-0.882213749,4.357669097,0.38915055,10.4750354,3.346155526,21.44181381,35.65215529
10.033,-0.852319014,16.27727736,-0.883790843,4.363471463,0.390543127,10.48358646,3.352674005,21.4253517,35.65215529
10.034,-0.853203609,16.28164375,-0.885406771,4.369315796,0.391972575,10.49225509,3.359209317,21.40871831,35.65215529
10.035,-0.85408984,16.286016,-0.887061758,4.37520249,0.393439281,10.5010407,3.365761774,21.39191353,35.65215529
10.036,-0.854977746,16.29039417,-0.888756031,4.381131944,0.394943642,10.50994269,3.372331689,21.37493727,35.65215529
10.037,-0.855867366,16.29477828,-0.890489821,4.387104562,0.396486061,10.51896044,3.378919375,21.35778941,35.65215529
10.038,-0.856758739,16.29916839,-0.89226336,4.393120751,0.398066952,10.52809332,3.385525152,21.34046986,35.65215529
10.039,-0.857651906,16.30356454,-0.894076885,4.399180923,0.399686738,10.5373407,3.392149341,21.32297852,35.65215529
10.04,-0.858546906,16.30796677,-0.895930634,4.405285494,0.40134585,10.54670191,3.398792264,21.30531527,35.65215529
10.041,-0.85944378,16.31237512,-0.897824849,4.411434885,0.40304473,10.55617629,3.405454248,21.28748002,35.65215529
10.042,-0.860342569,16.31678965,-0.899759777,4.417629522,0.404783828,10.56576318,3.412135622,21.26947266,35.65215529
10.043,-0.861243314,16.3212104,-0.901735664,4.423869835,0.406563604,10.57546187,3.418836716,21.2512931,35.65215529
10.044,-0.862146054,16.32563741,-0.903752763,4.430156259,0.408384529,10.58527167,3.425557866,21.23294123,35.65215529
10.045,-0.863050833,16.33007072,-0.905811328,4.436489235,0.410247081,10.59519186,3.432299409,21.21441694,35.65215529
10.046,-0.863957691,16.3345104,-0.907911617,4.442869207,0.412151752,10.60522172,3.439061684,21.19572013,35.65215529
10.047,-0.86486667,16.33895648,-0.91005389,4.449296624,0.414099042,10.61536051,3.445845035,21.17685071,35.65215529
10.048,-0.865777813,16.34340901,-0.912238413,4.455771942,0.416089461,10.62560746,3.452649807,21.15780856,35.65215529
10.049,-0.866691161,16.34786804,-0.914465452,4.462295621,0.418123531,10.63596181,3.45947635,21.1385936,35.65215529
10.05,-0.867606758,16.35233362,-0.916735278,4.468868126,0.420201785,10.64642279,3.466325015,21.1192057,35.65215529
10.051,-0.868524646,16.35680579,-0.919048166,4.475489928,0.422324765,10.65698958,3.473196157,21.09964478,35.65215529
10.052,-0.869444869,16.36128461,-0.921404393,4.482161502,0.424493027,10.66766139,3.480090135,21.07991073,35.65215529
10.053,-0.870367469,16.36577013,-0.92380424,4.488883329,0.426707137,10.67843739,3.487007308,21.06000346,35.65215529
10.054,-0.871292492,16.3702624,-0.926247991,4.495655897,0.428967671,10.68931673,3.493948042,21.03992285,35.65215529
10.055,-0.87221998,16.37476146,-0.928735936,4.502479697,0.431275219,10.70029856,3.500912704,21.0196688,35.65215529
10.056,-0.873149978,16.37926737,-0.931268364,4.509355229,0.433630383,10.71138202,3.507901665,20.99924123,35.65215529
10.057,-0.874082532,16.38378019,-0.933845572,4.516282995,0.436033776,10.7225662,3.514915298,20.97864001,35.65215529
10.058,-0.875017685,16.38829996,-0.936467857,4.523263505,0.438486023,10.73385022,3.521953981,20.95786507,35.65215529
10.059,-0.875955483,16.39282673,-0.939135522,4.530297275,0.440987764,10.74523315,3.529018094,20.93691628,35.65215529
10.06,-0.876895971,16.39736057,-0.941848873,4.537384827,0.44353965,10.75671406,3.536108021,20.91579356,35.65215529
10.061,-0.877839196,16.40190152,-0.94460822,4.544526687,0.446142345,10.76829199,3.54322415,20.8944968,35.65215529
10.062,-0.878785203,16.40644964,-0.947413876,4.55172339,0.448796526,10.77996598,3.550366871,20.87302591,35.65215529
10.063,-0.879734039,16.41100499,-0.950266157,4.558975475,0.451502885,10.79173505,3.557536578,20.85138078,35.65215529
10.064,-0.880685751,16.41556761,-0.953165385,4.566283489,0.454262126,10.80359818,3.564733671,20.82956131,35.65215529
10.065,-0.881640385,16.42013757,-0.956111885,4.573647984,0.457074969,10.81555436,3.571958549,20.80756741,35.65215529
10.066,-0.88259799,16.42471493,-0.959105985,4.58106952,0.459942145,10.82760255,3.579211618,20.78539898,35.65215529
10.067,-0.883558613,16.42929973,-0.962148018,4.588548662,0.462864404,10.83974168,3.586493288,20.76305592,35.65215529
10.068,-0.884522303,16.43389204,-0.965238319,4.596085983,0.465842506,10.85197069,3.593803969,20.74053812,35.65215529
10.069,-0.885489106,16.43849192,-0.96837723,4.603682061,0.46887723,10.86428848,3.60114408,20.7178455,35.65215529
10.07,-0.886459073,16.44309943,-0.971565094,4.611337483,0.471969366,10.87669394,3.608514039,20.69497795,35.65215529
10.071,-0.887432253,16.44771462,-0.974802261,4.619052842,0.475119724,10.88918592,3.61591427,20.67193538,35.65215529
10.072,-0.888408694,16.45233755,-0.978089081,4.626828737,0.478329126,10.90176328,3.623345202,20.64871769,35.65215529
10.073,-0.889388448,16.45696829,-0.981425913,4.634665775,0.481598412,10.91442483,3.630807266,20.62532478,35.65215529
10.074,-0.890371563,16.4616069,-0.984813117,4.642564571,0.484928437,10.92716939,3.638300898,20.60175656,35.65215529
10.075,-0.891358091,16.46625344,-0.988251056,4.650525745,0.488320075,10.93999574,3.645826537,20.57801294,35.65215529
10.076,-0.892348082,16.47090798,-0.991740101,4.658549926,0.491774214,10.95290264,3.653384628,20.55409381,35.65215529
10.077,-0.893341588,16.47557057,-0.995280625,4.666637751,0.495291761,10.96588883,3.660975618,20.52999908,35.65215529
10.078,-0.894338661,16.48024127,-0.998873005,4.674789863,0.49887364,10.97895302,3.668599961,20.50572867,35.65215529
10.079,-0.895339352,16.48492017,-1.002517622,4.683006913,0.502520791,10.99209392,3.676258111,20.48128247,35.65215529
10.08,-0.896343713,16.48960731,-1.006214863,4.691289561,0.506234175,11.00531019,3.683950531,20.45666039,35.65215529
10.081,-0.897351799,16.49430277,-1.009965117,4.699638472,0.510014769,11.01860049,3.691677684,20.43186235,35.65215529
10.082,-0.898363661,16.49900661,-1.01376878,4.708054322,0.51386357,11.03196344,3.699440041,20.40688824,35.65215529
10.083,-0.899379355,16.5037189,-1.017626251,4.716537792,0.517781593,11.04539764,3.707238075,20.38173798,35.65215529
10.084,-0.900398932,16.50843971,-1.021537933,4.725089574,0.521769874,11.05890167,3.715072265,20.35641148,35.65215529
10.085,-0.901422449,16.5131691,-1.025504233,4.733710366,0.525829466,11.07247409,3.722943093,20.33090864,35.65215529
10.086,-0.902449959,16.51790715,-1.029525564,4.742400875,0.529961443,11.08611341,3.730851048,20.30522939,35.65215529
10.087,-0.903481518,16.52265393,-1.033602343,4.751161816,0.534166901,11.09981814,3.738796621,20.27937362,35.65215529
10.088,-0.904517182,16.5274095,-1.03773499,4.759993912,0.538446955,11.11358677,3.746780309,20.25334126,35.65215529
10.089,-0.905557007,16.53217394,-1.041923932,4.768897895,0.54280274,11.12741772,3.754802615,20.22713221,35.65215529
10.09,-0.906601049,16.53694732,-1.046169598,4.777874505,0.547235413,11.14130944,3.762864044,20.2007464,35.65215529
10.091,-0.907649365,16.54172971,-1.050472422,4.786924492,0.551746155,11.1552603,3.770965107,20.17418373,35.65215529
10.092,-0.908702013,16.54652119,-1.054832845,4.796048613,0.556336166,11.16926868,3.779106322,20.14744412,35.65215529
10.093,-0.90975905,16.55132183,-1.05925131,4.805247634,0.561006669,11.18333292,3.787288209,20.12052749,35.65215529
10.094,-0.910820535,16.55613171,-1.063728264,4.814522331,0.56575891,11.19745133,3.795511294,20.09343376,35.65215529
10.095,-0.911886526,16.5609509,-1.06826416,4.823873486,0.570594158,11.21162218,3.80377611,20.06616285,35.65215529
10.096,-0.912957083,16.56577949,-1.072859456,4.833301894,0.575513706,11.22584372,3.812083192,20.03871467,35.65215529
10.097,-0.914032265,16.57061753,-1.077514613,4.842808356,0.58051887,11.24011419,3.820433082,20.01108915,35.65215529
10.098,-0.915112133,16.57546513,-1.082230097,4.852393682,0.585610991,11.25443176,3.828826328,19.98328621,35.65215529
10.099,-0.916196746,16.58032235,-1.087006378,4.862058694,0.590791433,11.26879459,3.837263481,19.95530578,35.65215529
10.1,-0.917286166,16.58518927,-1.091843932,4.871804219,0.596061586,11.28320082,3.8457451,19.92714778,35.65215529
10.101,-0.918380454,16.59006598,-1.096743239,4.881631096,0.601422866,11.29764853,3.854271748,19.89881214,35.65215529
10.102,-0.919479673,16.59495256,-1.101704781,4.891540173,0.606876712,11.3121358,3.862843993,19.87029879,35.65215529
10.103,-0.920583885,16.59984909,-1.106729048,4.901532306,0.612424592,11.32666064,3.871462409,19.84160765,35.65215529
10.104,-0.921693152,16.60475565,-1.111816531,4.911608362,0.618067999,11.34122106,3.880127577,19.81273865,35.65215529
10.105,-0.922807539,16.60967234,-1.116967728,4.921769215,0.623808453,11.35581501,3.888840083,19.78369174,35.65215529
10.106,-0.923927109,16.61459922,-1.12218314,4.932015751,0.6296475,11.37044043,3.897600516,19.75446684,35.65215529
10.107,-0.925051927,16.6195364,-1.127463272,4.942348863,0.635586715,11.3850952,3.906409476,19.7250639,35.65215529
