t,theta1,theta2,omega1,omega2,KE1,KE2,PE1,PE2,TotalE
10.108,-0.926182057,16.62448395,-1.132808634,4.952769456,0.641627701,11.39977718,3.915267563,19.69548284,35.65215529
10.109,-0.927317566,16.62944197,-1.138219739,4.963278441,0.647772087,11.4144842,3.924175388,19.66572362,35.65215529
10.11,-0.928458519,16.63441054,-1.143697105,4.973876742,0.654021534,11.42921403,3.933133566,19.63578616,35.65215529
10.111,-0.929604982,16.63938975,-1.149241253,4.984565289,0.660377729,11.44396442,3.942142716,19.60567043,35.65215529
10.112,-0.930757024,16.6443797,-1.154852708,4.995345023,0.666842389,11.45873308,3.951203467,19.57537635,35.65215529
10.113,-0.93191471,16.64938047,-1.160532001,5.006216895,0.673417262,11.47351768,3.960316451,19.54490389,35.65215529
10.114,-0.933078111,16.65439216,-1.166279662,5.017181863,0.680104125,11.48831586,3.969482307,19.51425299,35.65215529
10.115,-0.934247293,16.65941486,-1.172096229,5.028240897,0.686904785,11.50312521,3.978701682,19.48342361,35.65215529
10.116,-0.935422326,16.66444867,-1.177982241,5.039394973,0.69382108,11.51794328,3.987975227,19.4524157,35.65215529
10.117,-0.936603281,16.66949369,-1.183938241,5.050645079,0.700854879,11.53276759,3.9973036,19.42122922,35.65215529
10.118,-0.937790226,16.67455,-1.189964775,5.061992211,0.708008082,11.5475956,4.006687467,19.38986414,35.65215529
10.119,-0.938983234,16.6796177,-1.196062391,5.073437372,0.715282622,11.56242476,4.016127497,19.35832041,35.65215529
10.12,-0.940182375,16.6846969,-1.202231642,5.084981576,0.722680461,11.57725246,4.025624371,19.326598,35.65215529
10.121,-0.941387721,16.6897877,-1.208473082,5.096625846,0.730203595,11.59207603,4.03517877,19.29469689,35.65215529
10.122,-0.942599345,16.69489019,-1.214787267,5.10837121,0.737854052,11.6068928,4.044791387,19.26261705,35.65215529
10.123,-0.94381732,16.70000448,-1.221174756,5.120218708,0.745633893,11.62170003,4.05446292,19.23035845,35.65215529
10.124,-0.945041719,16.70513066,-1.227636111,5.132169386,0.753545211,11.63649493,4.064194072,19.19792108,35.65215529
10.125,-0.946272617,16.71026885,-1.234171894,5.1442243,0.761590131,11.65127469,4.073985554,19.16530491,35.65215529
10.126,-0.947510088,16.71541915,-1.240782668,5.156384511,0.769770814,11.66603644,4.083838086,19.13250995,35.65215529
10.127,-0.948754208,16.72058165,-1.247468999,5.168651089,0.778089452,11.68077728,4.093752391,19.09953617,35.65215529
10.128,-0.950005052,16.72575648,-1.254231453,5.181025112,0.786548269,11.69549425,4.103729202,19.06638357,35.65215529
10.129,-0.951262696,16.73094374,-1.261070597,5.193507662,0.795149526,11.71018435,4.113769257,19.03305216,35.65215529
10.13,-0.952527218,16.73614354,-1.267986998,5.20609983,0.803895514,11.72484454,4.123873302,18.99954194,35.65215529
10.131,-0.953798696,16.74135598,-1.274981222,5.218802713,0.812788559,11.73947173,4.134042089,18.96585291,35.65215529
10.132,-0.955077207,16.74658118,-1.282053836,5.231617414,0.82183102,11.7540628,4.144276379,18.93198509,35.65215529
10.133,-0.95636283,16.75181925,-1.289205406,5.244545039,0.831025289,11.76861456,4.154576939,18.8979385,35.65215529
10.134,-0.957655644,16.75707031,-1.296436494,5.257586703,0.840373791,11.7831238,4.164944542,18.86371316,35.65215529
10.135,-0.95895573,16.76233446,-1.303747664,5.270743522,0.849878985,11.79758724,4.175379969,18.8293091,35.65215529
10.136,-0.960263167,16.76761183,-1.311139475,5.284016618,0.859543361,11.81200157,4.185884009,18.79472635,35.65215529
10.137,-0.961578036,16.77290253,-1.318612484,5.297407117,0.869369442,11.82636343,4.196457457,18.75996496,35.65215529
10.138,-0.962900419,16.77820669,-1.326167246,5.310916145,0.879359782,11.84066942,4.207101116,18.72502497,35.65215529
10.139,-0.964230398,16.78352441,-1.333804309,5.324544834,0.889516967,11.8549161,4.217815795,18.68990643,35.65215529
10.14,-0.965568055,16.78885582,-1.341524219,5.338294314,0.899843615,11.86909997,4.228602311,18.65460939,35.65215529
10.141,-0.966913474,16.79420104,-1.349327517,5.35216572,0.910342374,11.8832175,4.239461488,18.61913393,35.65215529
10.142,-0.968266738,16.79956019,-1.357214735,5.366160184,0.921015919,11.8972651,4.250394157,18.58348012,35.65215529
10.143,-0.969627932,16.8049334,-1.365186402,5.380278838,0.931866956,11.91123915,4.261401157,18.54764803,35.65215529
10.144,-0.970997139,16.81032079,-1.373243038,5.394522813,0.94289822,11.92513599,4.272483334,18.51163774,35.65215529
10.145,-0.972374446,16.81572249,-1.381385153,5.408893238,0.954112471,11.93895191,4.283641538,18.47544937,35.65215529
10.146,-0.973759938,16.82113862,-1.389613251,5.423391238,0.965512494,11.95268317,4.294876631,18.439083,35.65215529
10.147,-0.975153701,16.82656931,-1.397927825,5.438017933,0.977101102,11.96632597,4.306189478,18.40253874,35.65215529
10.148,-0.976555823,16.8320147,-1.406329355,5.452774438,0.988881128,11.97987649,4.317580953,18.36581672,35.65215529
10.149,-0.977966389,16.8374749,-1.414818312,5.467661862,1.000855428,11.99333086,4.329051936,18.32891706,35.65215529
10.15,-0.979385489,16.84295006,-1.423395151,5.482681304,1.013026878,12.00668519,4.340603315,18.2918399,35.65215529
10.151,-0.980813209,16.84844031,-1.432060315,5.497833856,1.025398373,12.01993554,4.352235982,18.25458539,35.65215529
10.152,-0.982249639,16.85394578,-1.44081423,5.513120599,1.037972823,12.03307795,4.363950839,18.21715368,35.65215529
10.153,-0.983694867,16.8594666,-1.449657306,5.528542599,1.050753153,12.0461084,4.375748793,18.17954494,35.65215529
10.154,-0.985148983,16.86500291,-1.458589936,5.54410091,1.0637423,12.05902289,4.387630757,18.14175935,35.65215529
10.155,-0.986612077,16.87055484,-1.46761249,5.559796573,1.076943211,12.07181734,4.399597651,18.10379709,35.65215529
10.156,-0.988084238,16.87612255,-1.476725321,5.575630606,1.090358837,12.08448769,4.4116504,18.06565837,35.65215529
10.157,-0.989565558,16.88170615,-1.485928758,5.591604014,1.103992136,12.09702982,4.423789936,18.02734339,35.65215529
10.158,-0.991056126,16.8873058,-1.495223104,5.607717776,1.117846065,12.10943963,4.436017198,17.9888524,35.65215529
10.159,-0.992556035,16.89292163,-1.504608639,5.62397285,1.131923578,12.12171297,4.448333128,17.95018561,35.65215529
10.16,-0.994065374,16.89855379,-1.514085613,5.640370169,1.146227621,12.13384571,4.460738675,17.91134329,35.65215529
10.161,-0.995584236,16.90420242,-1.523654247,5.656910636,1.160761133,12.14583367,4.473234793,17.8723257,35.65215529
10.162,-0.997112713,16.90986766,-1.533314732,5.673595125,1.175527034,12.1576727,4.485822442,17.83313311,35.65215529
10.163,-0.998650896,16.91554966,-1.543067223,5.690424477,1.190528227,12.16935864,4.498502585,17.79376584,35.65215529
10.164,-1.000198878,16.92124856,-1.552911838,5.707399497,1.205767589,12.18088734,4.511276191,17.75422417,35.65215529
10.165,-1.001756751,16.92696451,-1.562848661,5.724520952,1.221247968,12.19225464,4.524144231,17.71450845,35.65215529
10.166,-1.003324606,16.93269765,-1.57287773,5.741789567,1.236972177,12.20345641,4.537107683,17.67461902,35.65215529
10.167,-1.004902537,16.93844814,-1.582999044,5.759206021,1.252942986,12.21448855,4.550167526,17.63455623,35.65215529
10.168,-1.006490635,16.94421611,-1.593212552,5.776770947,1.269163118,12.22534696,4.563324743,17.59432047,35.65215529
10.169,-1.008088993,16.95000173,-1.603518157,5.794484923,1.28563524,12.23602759,4.57658032,17.55391214,35.65215529
10.17,-1.009697702,16.95580513,-1.613915709,5.812348474,1.302361958,12.24652644,4.589935246,17.51333164,35.65215529
10.171,-1.011316855,16.96162648,-1.624405002,5.830362064,1.319345806,12.25683954,4.603390511,17.47257943,35.65215529
10.172,-1.012946543,16.96746591,-1.634985774,5.848526095,1.33658924,12.26696299,4.616947106,17.43165596,35.65215529
10.173,-1.014586857,16.97332358,-1.645657699,5.866840898,1.35409463,12.27689293,4.630606024,17.3905617,35.65215529
10.174,-1.016237888,16.97919964,-1.656420386,5.885306735,1.371864247,12.28662561,4.644368258,17.34929717,35.65215529
10.175,-1.017899728,16.98509424,-1.667273376,5.903923787,1.389900256,12.29615734,4.658234801,17.30786289,35.65215529
10.176,-1.019572465,16.99100754,-1.678216138,5.922692155,1.408204703,12.30548454,4.672206645,17.26625941,35.65215529
10.177,-1.02125619,16.99693968,-1.689248061,5.941611852,1.426779506,12.31460371,4.686284782,17.2244873,35.65215529
10.178,-1.022950991,17.00289081,-1.700368456,5.960682797,1.445626442,12.32351148,4.700470198,17.18254717,35.65215529
10.179,-1.024656956,17.00886109,-1.711576545,5.979904811,1.464747134,12.33220464,4.714763881,17.14043964,35.65215529
10.18,-1.026374173,17.01485067,-1.722871462,5.99927761,1.484143037,12.34068006,4.729166813,17.09816538,35.65215529
10.181,-1.028102727,17.0208597,-1.734252246,6.018800798,1.503815427,12.34893483,4.743679972,17.05572506,35.65215529
10.182,-1.029842705,17.02688832,-1.745717835,6.038473862,1.52376538,12.35696618,4.758304329,17.01311941,35.65215529
10.183,-1.031594191,17.0329367,-1.757267062,6.058296165,1.543993763,12.36477151,4.773040853,16.97034916,35.65215529
10.184,-1.033357267,17.03900496,-1.768898648,6.078266938,1.564501214,12.37234847,4.787890501,16.92741511,35.65215529
10.185,-1.035132015,17.04509328,-1.7806112,6.098385274,1.585288123,12.37969489,4.802854225,16.88431805,35.65215529
10.186,-1.036918516,17.05120178,-1.792403201,6.118650117,1.606354617,12.38680886,4.817932968,16.84105885,35.65215529
10.187,-1.038716848,17.05733063,-1.804273006,6.139060257,1.627700539,12.39368872,4.83312766,16.79763837,35.65215529
10.188,-1.040527087,17.06347995,-1.816218835,6.159614324,1.649325428,12.4003331,4.848439222,16.75405754,35.65215529
10.189,-1.04234931,17.0696499,-1.828238768,6.180310774,1.671228496,12.40674092,4.86386856,16.71031732,35.65215529
10.19,-1.044183589,17.07584062,-1.840330736,6.201147882,1.69340861,12.41291142,4.879416569,16.6664187,35.65215529
10.191,-1.046029995,17.08205225,-1.852492517,6.222123734,1.715864263,12.41884419,4.895084125,16.62236272,35.65215529
10.192,-1.047888596,17.08828491,-1.864721724,6.243236218,1.738593555,12.42453919,4.910872089,16.57815046,35.65215529
10.193,-1.04975946,17.09453876,-1.877015804,6.264483013,1.761594165,12.42999678,4.926781303,16.53378304,35.65215529
10.194,-1.051642649,17.10081392,-1.889372025,6.285861576,1.784863325,12.43521774,4.942812589,16.48926164,35.65215529
10.195,-1.053538224,17.10711053,-1.901787471,6.307369137,1.808397793,12.44020328,4.958966748,16.44458746,35.65215529
10.196,-1.055446242,17.1134287,-1.914259034,6.329002686,1.832193824,12.44495513,4.975244555,16.39976178,35.65215529
10.197,-1.057366759,17.11976858,-1.926783402,6.35075896,1.85624714,12.44947548,4.991646763,16.3547859,35.65215529
10.198,-1.059299825,17.12613026,-1.939357059,6.372634435,1.880552901,12.4537671,5.008174094,16.30966119,35.65215529
10.199,-1.061245489,17.13251388,-1.951976267,6.394625312,1.905105673,12.4578333,5.024827245,16.26438907,35.65215529
10.2,-1.063203792,17.13891955,-1.964637063,6.416727507,1.929899394,12.46167801,5.041606876,16.21897101,35.65215529
10.201,-1.065174775,17.14534737,-1.977335249,6.438936637,1.954927343,12.4653058,5.058513619,16.17340853,35.65215529
10.202,-1.067158473,17.15179746,-1.990066382,6.46124801,1.980182102,12.4687219,5.075548067,16.12770322,35.65215529
10.203,-1.069154917,17.1582699,-2.002825767,6.483656611,2.005655527,12.47193226,5.092710774,16.08185673,35.65215529
10.204,-1.071164133,17.1647648,-2.015608446,6.506157093,2.031338704,12.47494357,5.110002256,16.03587076,35.65215529
10.205,-1.07318614,17.17128224,-2.02840919,6.528743759,2.057221921,12.4777633,5.127422984,15.98974709,35.65215529
10.206,-1.075220955,17.17782232,-2.041222489,6.551410553,2.083294624,12.48039974,5.144973382,15.94348754,35.65215529
10.207,-1.077268587,17.18438509,-2.054042543,6.574151048,2.109545383,12.48286205,5.162653827,15.89709403,35.65215529
10.208,-1.079329041,17.19097064,-2.066863254,6.596958432,2.135961855,12.48516028,5.180464643,15.85056851,35.65215529
10.209,-1.081402312,17.19757903,-2.079678217,6.619825496,2.162530743,12.48730541,5.198406102,15.80391303,35.65215529
10.21,-1.083488393,17.20421031,-2.09248071,6.642744621,2.189237761,12.48930941,5.216478415,15.7571297,35.65215529
10.211,-1.085587267,17.21086453,-2.105263687,6.665707769,2.216067596,12.49118525,5.234681734,15.71022071,35.65215529
10.212,-1.087698911,17.21754174,-2.118019768,6.688706468,2.243003868,12.49294696,5.253016147,15.66318831,35.65215529
10.213,-1.089823295,17.22424195,-2.130741233,6.711731804,2.2700291,12.49460966,5.271481675,15.61603485,35.65215529
10.214,-1.091960379,17.2309652,-2.143420013,6.734774408,2.297124675,12.4961896,5.290078266,15.56876275,35.65215529
10.215,-1.094110118,17.2377115,-2.156047684,6.757824445,2.324270809,12.49770419,5.308805797,15.52137449,35.65215529
10.216,-1.096272455,17.24448085,-2.168615462,6.78087161,2.351446512,12.49917204,5.327664065,15.47387267,35.65215529
10.217,-1.098447326,17.25127324,-2.181114194,6.803905113,2.378629563,12.50061299,5.346652785,15.42625995,35.65215529
10.218,-1.100634657,17.25808865,-2.193534353,6.826913678,2.405796479,12.50204815,5.365771589,15.37853907,35.65215529
10.219,-1.102834365,17.26492706,-2.205866039,6.849885529,2.432922491,12.5034999,5.385020018,15.33071288,35.65215529
10.22,-1.105046356,17.27178841,-2.21809897,6.872808392,2.45998152,12.50499195,5.404397522,15.2827843,35.65215529
10.221,-1.107270527,17.27867265,-2.230222481,6.895669488,2.486946158,12.50654934,5.423903451,15.23475634,35.65215529
10.222,-1.109506761,17.28557972,-2.242225526,6.918455528,2.513787655,12.50819846,5.443537058,15.18663212,35.65215529
10.223,-1.111754934,17.29250954,-2.254096675,6.941152717,2.54047591,12.50996707,5.463297488,15.13841482,35.65215529
10.224,-1.114014907,17.29946199,-2.265824116,6.963746753,2.566979461,12.5118843,5.48318378,15.09010775,35.65215529
10.225,-1.11628653,17.30643699,-2.277395658,6.986222829,2.593265491,12.51398066,5.50319486,15.04171428,35.65215529
10.226,-1.118569642,17.3134344,-2.288798736,7.008565638,2.619299828,12.51628803,5.523329535,14.9932379,35.65215529
10.227,-1.120864067,17.32045407,-2.300020419,7.030759381,2.645046965,12.51883965,5.543586495,14.94468218,35.65215529
10.228,-1.123169618,17.32749586,-2.311047414,7.052787779,2.670470075,12.52167012,5.563964302,14.89605079,35.65215529
10.229,-1.125486092,17.33455959,-2.321866079,7.07463408,2.695531043,12.52481536,5.584461392,14.8473475,35.65215529
10.23,-1.127813276,17.34164506,-2.332462432,7.096281077,2.720190498,12.52831256,5.605076068,14.79857617,35.65215529
10.231,-1.130150938,17.34875208,-2.34282217,7.117711128,2.744407859,12.53220019,5.625806499,14.74974075,35.65215529
10.232,-1.132498836,17.3558804,-2.35293068,7.13890617,2.768141392,12.53651789,5.646650713,14.70084529,35.65215529
10.233,-1.134856711,17.3630298,-2.362773061,7.159847749,2.791348269,12.54130648,5.667606595,14.65189395,35.65215529
10.234,-1.137224289,17.37020001,-2.372334144,7.180517046,2.813984645,12.5466078,5.688671886,14.60289096,35.65215529
10.235,-1.13960128,17.37739074,-2.381598514,7.200894902,2.836005741,12.55246473,5.709844177,14.55384064,35.65215529
10.236,-1.141987382,17.3846017,-2.390550538,7.220961859,2.857365938,12.55892101,5.731120907,14.50474743,35.65215529
10.237,-1.144382272,17.39183255,-2.399174393,7.240698191,2.878018883,12.56602122,5.752499362,14.45561583,35.65215529
10.238,-1.146785616,17.39908298,-2.407454094,7.260083947,2.897917606,12.57381059,5.77397667,14.40645043,35.65215529
10.239,-1.14919706,17.4063526,-2.415373531,7.279098994,2.917014648,12.58233493,5.795549802,14.35725591,35.65215529
10.24,-1.151616237,17.41364104,-2.422916506,7.297723065,2.935262197,12.59164049,5.817215567,14.30803704,35.65215529
10.241,-1.154042762,17.42094791,-2.430066764,7.315935809,2.952612239,12.6017738,5.838970613,14.25879864,35.65215529
10.242,-1.156476234,17.42827277,-2.436808043,7.333716841,2.969016719,12.61278151,5.860811425,14.20954564,35.65215529
10.243,-1.158916237,17.43561519,-2.44312411,7.351045805,2.984427708,12.62471025,5.882734326,14.16028301,35.65215529
10.244,-1.161362335,17.4429747,-2.448998809,7.367902428,2.998797584,12.63760644,5.904735473,14.1110158,35.65215529
10.245,-1.163814082,17.45035083,-2.45441611,7.384266585,3.012079219,12.65151609,5.926810863,14.06174912,35.65215529
10.246,-1.16627101,17.45774307,-2.45936015,7.400118362,3.024226174,12.66648465,5.948956327,14.01248814,35.65215529
10.247,-1.168732639,17.46515089,-2.463815294,7.415438124,3.035192902,12.68255678,5.971167536,13.96323808,35.65215529
10.248,-1.171198472,17.47257376,-2.467766178,7.43020658,3.044934955,12.69977614,5.993440001,13.9140042,35.65215529
10.249,-1.173667998,17.48001111,-2.471197766,7.444404856,3.053409199,12.71818521,6.015769077,13.8647918,35.65215529
10.25,-1.17614069,17.48746237,-2.4740954,7.458014567,3.060574025,12.73782507,6.038149961,13.81560623,35.65215529
10.251,-1.178616006,17.49492694,-2.476444859,7.471017881,3.066389569,12.75873517,6.060577701,13.76645285,35.65215529
10.252,-1.181093392,17.5024042,-2.478232405,7.483397599,3.070817927,12.78095312,6.083047195,13.71733705,35.65215529
10.253,-1.183572279,17.50989352,-2.479444844,7.49513722,3.073823367,12.80451449,6.105553198,13.66826423,35.65215529
10.254,-1.186052086,17.51739426,-2.480069573,7.50622101,3.075372542,12.82945263,6.128090326,13.6192398,35.65215529
10.255,-1.188532219,17.52490574,-2.480094633,7.516634077,3.075434694,12.85579838,6.150653062,13.57026915,35.65215529
10.256,-1.191012072,17.5324273,-2.479508762,7.526362429,3.073981849,12.88357998,6.17323576,13.5213577,35.65215529
10.257,-1.193491029,17.53995823,-2.478301437,7.535393044,3.070989005,12.91282281,6.195832654,13.47251082,35.65215529
10.258,-1.195968464,17.54749785,-2.476462924,7.543713924,3.066434307,12.94354926,6.218437862,13.42373386,35.65215529
10.259,-1.198443742,17.55504542,-2.473984321,7.551314159,3.060299211,12.97577852,6.241045396,13.37503216,35.65215529
10.26,-1.200916217,17.56260023,-2.470857595,7.558183974,3.052568627,13.0095265,6.263649168,13.326411,35.65215529
10.261,-1.203385238,17.57016154,-2.467075619,7.564314778,3.043231054,13.04480564,6.286242999,13.2778756,35.65215529
